City ID,City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Min Temp,Max Temp,Wind Speed
181,6185377,Yellowknife,100,CA,2022-11-24 03:17:59,86,62.456,-114.3525,18.122000000000014,18.122000000000014,86
182,2374583,Bubaque,97,GW,2022-11-24 03:18:15,64,11.2833,-15.8333,81.93199999999996,81.93199999999996,64
183,1816373,Bijie,100,CN,2022-11-24 03:22:21,89,27.3125,105.2942,50.10799999999995,50.10799999999995,89
184,1507116,Dudinka,49,RU,2022-11-24 03:22:23,100,69.4058,86.1778,-40.846000000000004,-40.846000000000004,100
185,1624725,Tarakan,20,ID,2022-11-24 03:22:25,79,3.3,117.6333,83.69599999999997,83.69599999999997,79
186,1486321,Yar-Sale,99,RU,2022-11-24 03:22:27,100,66.8333,70.8333,-10.444000000000017,-10.444000000000017,100
187,3628473,San Cristobal,92,VE,2022-11-24 03:22:29,97,7.7669,-72.225,68.18,68.18,97
188,2028164,Deputatsky,95,RU,2022-11-24 03:22:31,99,69.3,139.9,-30.118000000000052,-30.118000000000052,99
189,2447513,Arlit,90,NE,2022-11-24 03:22:33,15,18.7369,7.3853,65.858,65.858,15
190,3424607,Tasiilaq,84,GL,2022-11-24 03:22:35,67,65.6145,-37.6368,32.162000000000035,32.162000000000035,67
191,2126682,Bilibino,100,RU,2022-11-24 03:22:37,92,68.0546,166.4372,-9.256000000000029,-9.256000000000029,92
192,2338660,Yaan,6,NG,2022-11-24 03:22:38,28,7.3833,8.5667,70.48399999999998,70.48399999999998,28
193,608872,Makat,0,KZ,2022-11-24 03:22:40,72,47.6469,53.3463,38.983999999999924,38.983999999999924,72
194,3379316,Lethem,98,GY,2022-11-24 03:22:44,86,3.3803,-59.7968,75.95599999999996,75.95599999999996,86
195,2126785,Belaya Gora,100,RU,2022-11-24 03:22:46,99,68.5333,146.4167,-30.244000000000028,-30.244000000000028,99
196,2206894,Hokitika,100,NZ,2022-11-24 03:22:48,69,-42.7167,170.9667,55.363999999999976,55.363999999999976,69
197,1280849,Kashgar,0,CN,2022-11-24 03:22:50,18,39.4547,75.9797,51.00799999999998,51.00799999999998,18
198,3588476,Tecpan,26,GT,2022-11-24 03:22:51,96,14.7623,-90.9947,52.89799999999997,52.89799999999997,96
199,1267457,Katwa,31,IN,2022-11-24 03:21:10,38,23.6399,88.128,72.28399999999993,72.28399999999993,38
200,481548,Troitsko-Pechorsk,97,RU,2022-11-24 03:22:54,100,62.7084,56.1964,-8.427999999999997,-8.427999999999997,100
201,2450173,Taoudenni,100,ML,2022-11-24 03:21:11,10,22.6783,-3.9836,70.57400000000001,70.57400000000001,10
202,933995,Souillac,40,MU,2022-11-24 03:22:59,78,-20.5167,57.5167,77.37799999999999,77.37799999999999,78
203,3467577,Canavieiras,92,BR,2022-11-24 03:23:00,92,-15.675,-38.9472,72.69800000000004,72.69800000000004,92
204,2171099,Codrington,86,AU,2022-11-24 03:23:03,64,-38.2667,141.9667,60.26000000000005,60.26000000000005,64
205,3521108,Progreso,54,MX,2022-11-24 03:20:16,86,21.2833,-89.6667,77.108,77.108,86
206,3404558,Cabedelo,65,BR,2022-11-24 03:23:06,77,-6.9811,-34.8339,77.666,77.666,77
207,4513583,Hamilton,100,US,2022-11-24 03:23:08,60,39.1834,-84.5333,36.51800000000003,47.983999999999924,60
208,3573374,The Valley,0,AI,2022-11-24 03:23:10,69,18.217,-63.0578,79.82600000000008,80.45599999999996,69
209,6113406,Prince Rupert,100,CA,2022-11-24 03:23:12,91,54.3161,-130.3201,47.894000000000005,49.69400000000002,91
210,2315728,Gemena,25,CD,2022-11-24 03:23:13,94,3.25,19.7667,69.22399999999999,69.22399999999999,94
211,4031637,Lavrentiya,100,RU,2022-11-24 03:23:16,81,65.5833,-171.0,15.673999999999978,15.673999999999978,81
212,3353383,Rundu,100,NA,2022-11-24 03:23:18,72,-17.9333,19.7667,70.142,70.142,72
213,2127202,Anadyr,100,RU,2022-11-24 03:23:19,92,64.75,177.4833,21.00200000000001,21.704000000000008,92
